,Age,AvgTransactionAmount,TransactionFrequency,SpendingOnGroceries,SpendingOnEntertainment,SpendingOnTravel,IncomeInvested,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,Gender_F,Gender_M,Occupation_Clerk,Occupation_Doctor,Occupation_Engineer,Occupation_Lawyer,Occupation_Nurse,Occupation_Teacher,PreferredInvestmentType_Bonds,PreferredInvestmentType_Mutual Funds,PreferredInvestmentType_Real Estate,PreferredInvestmentType_Stocks,InvestmentDuration_Long-term,InvestmentDuration_Short-term,RiskTolerance_High,RiskTolerance_Low,RiskTolerance_Medium,Cluster
3431,28,203.9973879,15,342.1856783,470.9608021,248.9638453,0.206319902,0,1,0,699,35071.23527,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,1
3432,35,291.3071567,16,243.3721122,547.2609526,191.9995379,0.217194688,0,1,0,715,44240.94807,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
3433,25,288.7056619,17,289.8642522,233.0513395,228.5642148,0.225028881,1,1,1,634,25367.56887,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3434,53,997.947418,1,462.959974,208.031544,419.283249,0.590152,1,0,1,680,104816.9985,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0
3435,26,387.1208441,17,260.5262928,159.8432172,192.2045554,0.279808562,0,1,0,574,20769.99468,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
3436,30,1018.73926,4,222.7386899,250.1937312,210.7864905,0.480589507,0,1,0,431,40889.13407,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,2
3437,59,975.6421445,2,437.0185928,191.4394236,385.4950337,0.40198462,1,1,1,741,95295.74409,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3438,58,933.7664774,6,472.6290926,200.7458567,450.3925708,0.489616668,1,0,1,662,98504.53856,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0
3439,26,231.6755651,12,311.5286782,144.9934711,209.53113,0.183234687,1,0,0,642,28699.39977,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3440,25,335.2384805,15,210.2060974,205.6613293,118.025178,0.242100918,1,1,1,657,32032.62602,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3441,28,220.1539351,12,175.6564176,106.7045841,128.5476288,0.163559871,1,1,0,594,28595.04608,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3442,29,347.3404097,13,321.5972587,494.1493706,196.7061068,0.184823565,0,0,0,735,35537.96849,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1
3443,64,997.8374995,9,548.0935829,143.8823977,394.9064476,0.521161862,1,1,1,581,102296.2148,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3444,53,907.1353911,5,465.5288177,123.8328113,351.1715892,0.416644566,1,1,1,693,110644.5804,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3445,66,969.3638588,4,467.5352657,171.7561412,385.1065408,0.486885222,1,0,1,728,106812.9821,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3446,40,358.1564376,13,308.3760281,518.3661087,242.4182309,0.185820279,0,1,0,690,43972.7242,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
3447,34,982.5146796,6,263.356793,133.0132967,237.1788096,0.396621296,1,1,1,624,42489.36388,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
3448,36,962.097775,4,339.9963913,176.6057362,92.11821439,0.418616133,0,1,1,538,43144.79939,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
3449,30,288.0094476,17,308.6696362,266.9752316,211.8803202,0.230357693,1,1,1,547,28619.8393,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
3450,33,337.7551359,18,347.4366087,592.199759,194.441533,0.173677442,1,0,0,818,39879.32568,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,2
3451,35,395.4312535,13,304.1625312,424.7925486,249.0600068,0.215735468,0,1,0,766,32265.94037,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1
3452,60,1089.613268,6,523.6849426,262.2874832,354.5597235,0.551038281,1,1,1,800,106106.5823,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3453,35,476.8512483,13,317.1095714,518.3839398,191.0750048,0.174888067,0,0,0,747,44684.75872,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
3454,59,944.9647609,7,431.8361696,140.1741866,440.7381179,0.520667939,0,1,1,757,93990.51916,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0
3455,43,338.959476,14,364.8990858,454.7254894,233.513651,0.241393675,1,0,0,767,30103.24294,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1
3456,54,1057.731824,3,546.5774745,296.0220546,452.7062223,0.451919313,0,1,1,723,94982.63229,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
3457,32,1042.89114,5,293.3531872,175.9177968,181.9556148,0.394873701,1,1,1,433,49247.20662,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2
3458,38,953.449906,6,352.8696192,325.5671834,237.9019641,0.417955412,1,0,1,555,49237.80575,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2
3459,56,944.8281347,1,435.8244733,151.4413928,463.9767035,0.488961051,1,0,1,738,94766.16996,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
3460,32,963.9015897,7,252.8891107,104.4005836,87.87110154,0.437935539,0,1,1,558,36657.32403,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
3461,37,222.9807967,18,330.0408573,235.090547,286.9817565,0.21412582,1,0,1,591,26431.16315,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
3462,27,331.0101421,16,245.769916,190.3353076,201.9392877,0.268290893,1,1,1,572,29097.95026,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3463,58,956.2394109,4,519.385791,218.8555736,418.9186622,0.44995539,1,1,1,726,101725.0807,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3464,34,1040.323789,4,344.1497102,182.0894841,237.2317805,0.441296401,1,1,1,516,39999.72109,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
3465,18,314.1956017,13,280.1282918,250.1787912,221.3884852,0.144034179,1,1,1,594,37163.91876,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
3466,32,201.5954203,10,409.9358664,470.7610582,151.1870138,0.192182192,0,1,1,710,44532.61538,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,2
3467,44,1032.149599,6,284.6974016,254.6442948,171.1622728,0.440568738,1,1,0,510,36729.40291,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
3468,31,297.4462895,13,347.7249865,189.0573175,287.8328324,0.189057907,1,0,1,614,39848.89323,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,2
3469,56,1038.300843,5,535.2689145,214.3006426,324.6592472,0.496558218,1,0,1,701,106157.8291,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3470,27,260.9272846,12,282.0745984,288.0613191,151.437573,0.255297045,1,1,1,588,36735.3893,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
3471,28,319.5405417,14,300.5319791,201.6424708,183.9542584,0.186714983,1,0,1,495,33821.28977,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
3472,35,247.8301403,17,364.4088774,542.5711342,196.6701261,0.198783198,0,1,0,708,36536.85481,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
3473,30,266.7637563,14,267.5305462,496.9389329,198.1596461,0.178316155,0,0,0,764,28452.174,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1
3474,40,1051.460158,7,274.1189294,228.3345201,226.9249238,0.46909054,1,1,0,581,23792.98289,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3475,61,1019.684157,4,536.7859743,195.4614711,433.5822301,0.454914474,0,1,1,669,94515.72872,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3476,34,258.0879332,15,322.0949109,441.2751099,197.2859565,0.190821698,0,0,0,669,31831.4738,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3477,58,1063.023103,1,543.5759143,210.4292419,403.3322594,0.529743733,1,0,1,659,102005.0968,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3478,37,296.0750217,18,288.7993089,144.3312675,185.7720118,0.223208465,1,1,1,603,29734.17524,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1
3479,37,1011.557826,6,316.7714588,197.6034737,194.1623188,0.389312168,0,0,1,593,37124.95452,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
3480,39,959.7709562,6,370.3017536,217.1900847,137.2011173,0.38093508,1,1,0,488,40642.12112,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
3481,33,913.5597286,6,326.3780924,186.1534993,241.3420247,0.422205959,0,1,1,454,44679.764,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,2
3482,32,263.2143578,15,281.1754884,174.5036408,218.2758734,0.211750636,1,0,1,597,26524.84056,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1
3483,61,1072.467262,2,543.3547949,234.6775432,421.2684587,0.460690166,0,1,0,845,105156.7157,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0
3484,38,1128.838712,3,277.4665671,154.6689838,239.4001614,0.34452355,1,1,1,604,37586.49898,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
3485,22,335.8862457,15,328.838566,138.2434234,288.2518523,0.267921579,1,0,1,661,28782.37762,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
3486,23,258.1878968,13,329.2808425,172.822056,211.6200016,0.169728271,1,1,0,544,37606.88312,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
3487,35,295.4462049,16,311.4656359,504.7262138,238.9771399,0.182149187,0,1,0,703,33073.96853,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
3488,19,343.4309174,18,303.6127229,118.9276826,200.8174389,0.175723657,1,1,0,594,30315.18533,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3489,27,272.7337794,14,222.1262697,642.5518449,140.3404476,0.099040629,0,1,0,751,43905.80296,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
3490,45,305.1952505,11,265.1722134,534.5250992,147.8805591,0.208134536,0,1,0,740,38536.11987,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
3491,43,201.6344731,10,305.9426449,252.0888712,243.6758837,0.230488203,1,0,1,698,16404.27711,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3492,39,1015.657776,6,253.9756763,191.6951902,224.4206112,0.388138286,0,1,1,620,41793.59631,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
3493,34,1088.657952,5,399.5564547,228.4522198,284.8879895,0.428796741,0,1,1,584,50670.08454,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,2
3494,23,292.6850631,15,287.5111364,495.0268724,176.6741258,0.24354784,0,1,1,699,43283.31961,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
3495,23,398.5812445,17,291.5935022,229.7060862,253.4205481,0.166383408,1,1,1,658,33881.72827,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3496,28,363.4564118,14,278.3471894,258.3187439,272.0894812,0.150801988,1,1,1,652,35810.04072,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
3497,31,289.7478801,16,346.3019993,548.9995301,165.1433276,0.132094038,0,1,0,751,43339.72168,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2
3498,37,267.5035967,12,240.0930133,227.8016526,242.3638558,0.277312439,1,1,1,661,29309.00384,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3499,30,266.7571055,13,359.069853,156.5495233,150.9378684,0.276334163,1,1,1,719,31502.21225,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1
3500,33,1024.846179,6,219.1721936,230.0009844,219.0215113,0.377316905,1,1,1,582,37827.00662,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
3501,37,298.355834,16,348.7447779,553.6664974,171.9099204,0.186983964,1,0,0,791,30040.07276,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1
3502,27,242.6595479,17,344.1303678,182.5606031,137.1631551,0.198976742,1,1,1,610,28325.56592,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1
3503,32,966.9754274,3,310.3741233,118.9559821,215.889593,0.39479325,0,1,1,516,41533.44686,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,2
3504,38,346.4451776,17,234.5776056,563.9059583,88.8920518,0.136122786,1,0,0,718,48032.57094,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
3505,27,386.8373579,15,375.5517022,230.4809177,155.9948246,0.203662351,1,0,0,641,27092.86362,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3506,40,293.773524,17,379.866142,471.0899055,223.8055481,0.222674432,0,0,0,816,40574.05702,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,2
3507,29,285.301354,16,354.7460176,241.1108915,220.7587102,0.170710815,1,0,1,659,28536.92351,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3508,35,976.7803636,2,285.3231287,160.7995874,281.325606,0.446331491,0,0,0,538,38837.68822,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,2
3509,32,278.9342026,12,247.5533044,222.8758377,167.0842395,0.224520989,1,0,1,512,27509.49072,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3510,38,317.1563646,14,276.2216225,209.1136449,187.3686118,0.164870218,1,1,1,627,36031.91347,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3511,30,954.431924,9,273.6450508,248.9907826,162.5207983,0.348922477,1,1,1,489,42673.22315,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
3512,34,1005.739754,4,277.7894729,94.30993455,159.2965984,0.42160612,0,1,1,464,34863.49355,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3513,27,200.0235677,14,299.0094948,169.7117075,220.2613973,0.157524157,0,1,0,619,34579.56855,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3514,31,1024.727902,6,216.6321923,199.0601593,108.6518102,0.350929879,0,0,1,631,37849.37136,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
3515,24,394.1217504,15,353.4751444,170.0010797,305.1354017,0.15353584,1,1,1,566,23307.67917,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3516,31,962.3870282,6,317.1740894,194.2701803,95.05779303,0.45032081,0,0,1,569,42513.68835,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
3517,33,204.7247128,14,353.6824287,385.254073,212.9712259,0.199145847,1,0,0,712,40112.06536,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,2
3518,35,976.223783,8,316.3693424,171.8897312,232.5655304,0.271626491,0,1,1,509,42922.0377,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2
3519,59,945.4213682,3,496.8775311,201.1568671,327.7480473,0.462917858,0,1,1,688,96115.05582,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
3520,30,297.4081085,16,334.2167486,530.0543011,200.8936079,0.211348912,0,1,0,718,36721.35529,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
3521,26,379.3771192,15,290.7379708,279.5609645,166.8748441,0.208917921,1,1,1,635,28335.88483,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
3522,43,344.4736974,12,298.0782952,479.487201,189.9288674,0.121576571,0,0,1,715,38541.41622,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2
3523,54,1095.256654,6,452.7501973,223.0499634,365.7115324,0.459829851,1,1,1,704,95037.25959,1,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0
3524,24,303.7217792,11,294.1434547,211.7319576,282.5258339,0.265694274,1,1,0,599,37331.75016,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,2
3525,32,1056.324251,4,312.6234794,164.496618,184.4103048,0.370871452,1,0,1,545,39274.82422,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
3526,40,241.8572373,13,263.5176752,547.5991461,194.2838906,0.219310227,1,1,0,823,46346.45907,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
3527,35,1012.157449,4,329.8438268,138.8166293,182.256219,0.370747181,0,0,1,592,32836.34995,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3528,30,1056.615499,6,298.6688931,221.4479678,190.8626943,0.447995243,1,1,1,496,31509.90283,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
3529,33,351.2481401,15,327.6478881,479.063766,131.5520977,0.218453561,0,1,0,759,32647.69211,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1
3530,23,281.5629379,13,233.8200998,244.3810437,278.3561633,0.148595165,1,1,1,577,33862.37764,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3531,61,999.9620061,4,510.7761754,208.584617,429.8841777,0.507243741,1,1,1,696,97391.92894,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3532,61,1032.90663,0,439.6993661,209.5495679,424.6125846,0.554168135,1,1,1,710,104687.737,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3533,33,409.6185605,13,388.7712276,388.1243495,248.4200356,0.177239935,0,1,0,751,46035.70858,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,2
3534,66,968.2803437,6,449.2709258,240.1484789,423.3796772,0.524588451,0,1,1,672,94435.9163,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3535,59,1061.044391,6,528.4670458,160.7168555,354.7908438,0.462844049,1,1,1,622,97769.51331,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
3536,33,948.6989215,2,287.1311408,276.6497872,256.1167661,0.474279179,0,0,1,554,35865.45133,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1
3537,64,991.7272664,4,565.2280416,211.5599028,345.8840775,0.443935209,0,1,1,654,101026.5313,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0
3538,38,1061.709073,3,321.3443925,230.7517661,123.7939732,0.371627909,0,1,1,479,43147.44977,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2
3539,29,1047.887627,0,319.3930525,226.219638,204.3923257,0.311927208,0,0,1,546,34557.85378,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1
3540,31,1027.127205,5,279.8485661,306.0022866,125.2708858,0.349106862,1,1,1,607,42344.98183,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2
3541,29,1003.567386,7,285.7172743,222.9096718,210.4310321,0.424979222,0,0,1,492,40172.91865,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,2
3542,38,386.0767378,15,302.2755389,493.2993185,120.1488992,0.192505585,0,1,1,802,38617.99121,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
3543,68,1021.787331,8,496.8762173,176.3614951,343.595713,0.494067912,1,1,0,724,104333.7618,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
3544,48,958.1292967,5,511.5394743,157.6198729,329.8213884,0.523219161,1,1,1,725,98718.61387,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
3545,31,281.6964946,18,220.6925521,250.4354906,145.9589878,0.194390462,0,0,1,527,31155.46134,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
3546,27,949.8324089,6,251.294562,149.6634189,144.0118484,0.382933161,1,0,0,467,36100.78136,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
3547,32,341.465424,13,292.75511,227.8941551,215.2420554,0.180592974,1,0,1,628,32070.17871,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3548,29,319.3571165,17,281.268336,218.7711865,217.2150313,0.225287703,1,1,1,566,31575.52481,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3549,63,988.8024909,10,514.1758091,223.9741039,358.9168647,0.588796003,1,1,1,735,105227.9945,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
3550,28,317.8791447,16,294.2936252,478.941566,118.0636836,0.190264379,1,0,1,811,40100.1844,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,2
3551,55,952.060069,3,493.48202,126.1426534,453.0553051,0.593365529,1,1,1,738,97102.98217,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0
3552,39,251.8460658,18,250.7214098,289.3178077,220.1355689,0.1104893,1,0,1,523,33721.39711,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3553,28,279.2583542,10,284.6331792,199.903262,189.676608,0.16879627,0,0,0,552,33532.62172,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
3554,34,330.1090902,16,346.6029889,260.957331,151.242494,0.208692104,1,1,1,685,28327.32894,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1
3555,53,1027.727423,7,500.4207427,157.7098019,419.8608759,0.471755176,1,0,1,740,91699.08495,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
3556,32,302.9581244,14,342.9350056,236.496616,204.6174134,0.175160477,1,0,0,589,30604.83098,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
3557,36,864.6043322,5,321.9829284,226.2519972,229.6842506,0.453182236,1,1,0,582,36617.70061,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2
3558,32,307.438757,13,347.1577159,400.181422,183.7314561,0.223866611,0,1,0,759,35519.07969,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1
3559,31,341.6176243,17,253.4374283,568.052309,238.6833515,0.222384817,0,0,0,745,40918.04145,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2
3560,43,324.4301597,13,332.4912528,529.887008,209.3982258,0.207657154,0,0,0,696,46331.78891,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,2
3561,33,1033.24475,2,344.1632375,181.5975553,188.4528588,0.38910246,1,1,1,560,44577.62902,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,2
3562,43,1008.745654,2,225.3097168,283.2656666,234.6768509,0.419047617,1,0,1,579,41877.15057,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
3563,23,277.4682652,13,292.90053,227.8794919,149.0502353,0.212410169,0,1,1,615,26271.64314,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3564,63,962.6195864,0,485.2483735,195.8312169,429.2483773,0.559588829,1,1,1,684,99149.41789,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0
3565,32,1031.927841,4,337.1308743,246.8226097,206.455928,0.379836128,0,0,1,483,35711.70776,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1
3566,31,398.003915,12,335.725415,555.8565282,245.3545088,0.178179852,1,1,0,740,38844.2853,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2
3567,33,281.1449131,12,331.1376276,448.1388866,261.4444491,0.133651832,0,1,0,791,44517.71623,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,2
3568,56,928.9551799,9,532.6064149,271.7983047,444.196547,0.496245944,0,0,1,667,107165.9541,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
3569,59,1167.531218,10,574.7573928,243.1057182,413.3902038,0.503730459,1,1,0,706,97070.36122,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3570,66,1009.84888,2,502.802448,116.292388,449.5606268,0.55208112,1,1,1,744,100427.0823,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0
3571,31,312.4782628,15,386.9396255,227.3716635,172.4106427,0.293509443,1,1,1,608,31995.37512,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1
3572,31,256.6878787,14,400.2110652,499.6122678,259.4356263,0.251634978,0,0,0,727,37406.12428,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2
3573,30,301.8480448,15,252.6745223,164.260963,140.9053012,0.159481851,0,0,1,651,32800.54286,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1
3574,22,261.4635833,12,274.7666878,214.6121588,250.2971668,0.201216483,1,1,1,603,28341.99467,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3575,36,1021.486872,2,305.030394,244.7132845,204.9940141,0.477267109,1,1,1,471,36049.94594,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
3576,32,372.5433803,15,326.6639599,151.6445907,220.9813346,0.145121568,1,0,1,677,34099.91079,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
3577,41,291.3643162,14,308.7491328,477.0712124,202.6679832,0.271270741,0,0,0,739,39842.07219,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2
3578,34,296.2657178,15,288.4030707,539.7190748,214.7979889,0.164189899,0,0,0,779,38616.86884,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,2
3579,31,194.9916641,15,271.0940937,381.0628228,171.3438118,0.206480763,0,1,0,727,42129.4498,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,2
3580,39,1013.521865,3,236.4337449,156.5822395,116.3886398,0.410867432,1,0,1,560,40682.29723,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2
3581,58,992.3729417,5,501.5723374,214.2344177,422.0683055,0.562194089,1,1,1,755,96168.28867,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0
3582,40,1037.398836,1,271.4816642,149.1367559,246.0360326,0.40405156,0,0,0,673,39256.52612,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
3583,28,1042.718044,2,327.011793,170.3406333,112.4326239,0.456354744,0,1,1,529,34343.89161,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
3584,48,1014.715031,7,490.152419,226.1302986,376.1493709,0.498183076,1,1,1,659,99803.79357,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0
3585,44,1033.213614,1,315.1839526,119.2160016,249.1141107,0.434114193,0,1,1,592,41708.12031,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,2
3586,32,1009.133826,5,289.7030059,192.5657711,218.6383189,0.418025541,1,0,0,551,43080.92063,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,2
3587,20,379.8065101,14,331.0622609,154.9552069,92.63069026,0.219295803,1,1,1,611,27123.2733,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1
3588,63,982.9497717,7,408.3816528,141.4282629,376.532119,0.625056529,1,1,1,622,106265.8215,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
