,Age,Gender,IncomeInvested,InvestmentDuration,RiskTolerance,RetirementSaving,HouseBuying,EmergencyFund,CreditScore,TotalIncome,PreferredInvestmentType_Bonds,PreferredInvestmentType_Mutual Funds,PreferredInvestmentType_Real Estate,PreferredInvestmentType_Stocks,Invest_class
3085,58,0,0.480694577,1,0.5,1,1,0,679,96552.34746,0,0,0,1,0
3086,59,0,0.537921041,1,0.5,1,1,1,697,106234.2552,0,0,1,0,0
3087,52,0,0.51683429,1,0.5,1,1,1,718,102227.235,0,0,1,0,0
3088,28,1,0.151272715,1,0.0,1,1,1,610,39570.64564,1,0,0,0,1
3089,53,1,0.560728967,1,0.5,1,1,1,684,87657.77498,0,0,0,1,0
3090,35,1,0.129358363,0,1.0,0,0,0,754,42972.10034,0,0,1,0,1
3091,60,0,0.508478409,1,1.0,1,1,0,666,104176.8259,0,0,1,0,0
3092,32,1,0.157865852,1,0.0,1,1,1,632,27415.69683,1,0,0,0,2
3093,39,0,0.138097455,1,1.0,0,0,0,678,33754.78276,0,0,0,1,2
3094,35,0,0.202616591,1,0.0,0,0,1,752,31684.02423,0,1,0,0,2
3095,31,1,0.413403915,1,0.0,0,1,0,573,46648.83536,1,0,0,0,1
3096,26,1,0.221699008,0,1.0,0,0,1,765,44961.32889,0,0,0,1,1
3097,58,1,0.571726,1,0.0,1,1,0,658,94270.7082,0,0,1,0,0
3098,37,1,0.135413008,0,1.0,0,1,1,743,40766.66885,0,0,0,1,1
3099,43,0,0.480983812,1,0.0,1,0,1,545,37287.54069,0,1,0,0,1
3100,33,0,0.080857112,0,0.5,1,1,0,725,42347.00902,0,0,0,1,1
3101,34,0,0.331424212,1,0.0,1,0,1,523,34770.10267,0,1,0,0,2
3102,62,0,0.505855411,0,0.5,1,1,1,681,103409.1084,0,0,0,1,0
3103,40,0,0.190812425,1,0.0,0,1,0,844,30162.57144,0,0,1,0,2
3104,34,1,0.171185874,0,0.0,0,0,0,769,38950.03613,0,0,0,1,1
3105,43,0,0.382200848,1,0.5,0,1,1,601,48976.12141,0,1,0,0,1
3106,70,1,0.484686499,0,0.5,1,0,1,732,108332.6221,0,0,0,1,0
3107,40,0,0.194554326,0,1.0,0,0,1,646,35003.74017,0,0,1,0,2
3108,57,1,0.414338996,0,0.5,1,1,1,613,100556.0139,0,0,1,0,0
3109,57,0,0.492775826,1,0.5,1,0,0,705,98713.27782,0,0,0,1,0
3110,33,1,0.191160453,0,1.0,1,1,0,799,42483.51443,0,0,1,0,1
3111,58,1,0.455924808,1,0.0,1,1,1,664,95828.88297,0,0,1,0,0
3112,59,1,0.471482861,0,0.5,1,1,0,730,90797.93793,0,0,1,0,0
3113,34,1,0.352913008,1,0.0,1,0,1,510,41329.37204,0,1,0,0,1
3114,42,0,0.227370044,1,1.0,0,1,0,713,39916.84572,0,0,1,0,1
3115,34,0,0.347511575,1,0.5,1,0,1,559,37440.96787,1,0,0,0,1
3116,59,0,0.486195292,1,0.5,1,0,1,731,99156.81545,0,0,1,0,0
3117,26,1,0.214849255,1,0.0,0,0,1,568,30098.35512,1,0,0,0,2
3118,55,0,0.4538867,1,1.0,1,1,1,723,108729.6656,0,0,1,0,0
3119,39,1,0.340806345,0,0.5,1,0,1,516,33983.21294,1,0,0,0,2
3120,31,0,0.175743705,0,1.0,0,0,0,700,36030.90528,0,0,0,1,2
3121,27,1,0.215842,0,1.0,0,0,0,688,44397.10704,0,0,1,0,1
3122,37,0,0.174214908,1,0.0,1,1,1,555,31408.69313,0,1,0,0,2
3123,53,1,0.52629977,1,1.0,1,1,0,803,94284.05547,0,0,0,1,0
3124,69,0,0.454960427,1,0.5,1,1,1,769,105981.2774,0,0,0,1,0
3125,37,1,0.265376299,0,0.0,1,1,1,628,31425.84739,1,0,0,0,2
3126,35,0,0.305244457,1,0.5,0,0,1,510,39594.70237,1,0,0,0,1
3127,31,1,0.264669103,0,1.0,0,1,0,729,42923.45364,0,0,1,0,1
3128,36,1,0.203501593,1,0.0,1,1,1,627,29586.31593,0,1,0,0,2
3129,40,0,0.210891858,0,1.0,1,0,0,760,43030.70846,0,0,0,1,1
3130,57,1,0.483169075,0,1.0,0,1,0,717,100678.7001,0,0,1,0,0
3131,31,0,0.286430146,0,1.0,0,0,0,847,37371.59922,0,0,0,1,1
3132,35,0,0.197044465,1,0.0,1,0,1,593,28096.42608,1,0,0,0,2
3133,63,1,0.604654495,1,0.5,1,1,1,692,91569.83911,0,0,1,0,0
3134,39,0,0.278902061,0,0.5,0,0,0,753,32780.11525,0,0,1,0,2
3135,27,0,0.45012237,1,0.5,0,1,0,533,38982.87058,1,0,0,0,1
3136,36,1,0.360487528,1,0.0,1,1,1,598,44044.7284,0,1,0,0,1
3137,35,0,0.492291735,0,0.0,0,0,1,563,53320.67753,1,0,0,0,1
3138,52,0,0.459415096,1,0.0,1,1,1,735,109369.0614,0,0,1,0,0
3139,58,1,0.537019879,1,1.0,1,1,1,741,94065.83307,0,0,1,0,0
3140,37,0,0.260613405,0,1.0,0,1,0,805,40477.56105,0,0,0,1,1
3141,24,1,0.273002113,1,0.0,1,1,1,566,32296.85834,1,0,0,0,2
3142,23,0,0.211483865,1,0.0,1,1,1,587,26761.26689,1,0,0,0,2
3143,56,0,0.516240277,1,0.5,0,1,1,711,107755.6883,0,0,1,0,0
3144,33,1,0.386751884,1,0.0,1,0,1,569,42495.29245,1,0,0,0,1
3145,25,1,0.176336688,1,0.0,0,1,0,588,32722.23143,1,0,0,0,2
3146,52,0,0.563016096,1,0.5,1,1,1,572,90629.21884,0,0,1,0,0
3147,29,1,0.185681483,1,0.0,1,1,1,688,27527.86224,1,0,0,0,2
3148,34,0,0.343717246,1,0.0,0,1,1,531,38483.31459,1,0,0,0,1
3149,38,0,0.21531222,1,0.0,1,1,1,639,33489.6204,0,1,0,0,2
3150,42,1,0.285575334,1,1.0,0,0,1,676,39282.63891,0,0,1,0,1
3151,39,0,0.298063638,0,1.0,1,1,1,742,29883.70666,0,0,0,1,2
3152,56,0,0.533155273,1,0.5,1,1,1,703,101188.4512,0,0,1,0,0
3153,38,1,0.115473295,0,1.0,0,1,0,800,39525.5117,0,0,1,0,1
3154,30,0,0.192583762,0,1.0,0,1,0,808,43585.84497,0,0,0,1,1
3155,30,1,0.202411427,1,0.0,1,1,0,571,29818.70571,1,0,0,0,2
3156,32,1,0.048211801,0,0.5,0,1,0,733,39284.71298,0,0,1,0,1
3157,34,0,0.44765865,1,0.0,1,1,1,583,40597.95304,0,1,0,0,1
3158,32,0,0.486610327,1,0.5,0,0,1,502,38070.36769,0,1,0,0,1
3159,24,0,0.210566919,1,1.0,1,1,0,763,44707.78249,0,0,0,1,1
3160,32,1,0.190908562,0,1.0,1,0,0,862,42794.62053,0,0,1,0,1
3161,28,1,0.221301418,1,0.5,1,1,1,537,26431.57821,0,1,0,0,2
3162,64,1,0.416242518,0,0.0,1,1,1,694,103092.7326,0,0,0,1,0
3163,69,1,0.469059787,1,0.0,1,0,1,639,93287.96712,0,0,1,0,0
3164,24,0,0.17877601,1,0.0,1,0,1,559,34723.92916,0,1,0,0,2
3165,26,0,0.243352266,1,0.0,0,1,1,579,27138.00867,0,1,0,0,2
3166,34,1,0.464451474,1,0.5,1,0,1,537,42344.24341,1,0,0,0,1
3167,66,0,0.556453179,1,0.5,1,1,1,717,106609.5028,0,0,1,0,0
3168,32,1,0.210120667,1,0.0,0,1,1,685,31615.44679,0,1,0,0,2
3169,24,0,0.182556261,1,0.0,1,0,1,561,30878.37536,0,1,0,0,2
3170,32,0,0.146304164,1,1.0,0,1,0,757,37736.78862,0,0,0,1,1
3171,36,0,0.140833408,0,0.0,0,0,0,750,41856.21966,0,0,0,1,1
3172,38,1,0.191409309,0,0.0,0,0,0,787,35775.43954,0,0,0,1,2
3173,29,1,0.327592728,0,0.0,0,1,1,565,27002.72867,0,1,0,0,2
3174,27,1,0.455437761,1,0.0,1,1,1,575,35125.9155,1,0,0,0,2
3175,51,0,0.515339381,1,1.0,0,1,1,756,100686.9087,0,0,0,1,0
3176,29,0,0.254511524,0,1.0,0,1,0,742,41554.6,0,0,0,1,1
3177,28,1,0.113355277,1,0.0,1,1,1,561,32692.809,0,1,0,0,2
3178,22,0,0.099334593,1,0.5,1,1,1,645,27341.9411,0,1,0,0,2
3179,35,1,0.321656756,0,1.0,0,0,0,791,44286.10375,0,0,1,0,1
3180,23,1,0.199590227,1,0.0,1,1,1,657,31154.31971,0,1,0,0,2
3181,22,0,0.157976649,1,0.0,1,1,1,596,17117.6118,1,0,0,0,2
3182,38,1,0.318732017,0,1.0,0,1,0,773,40131.8987,0,0,0,1,1
3183,36,0,0.335610877,1,0.0,0,1,1,521,34626.78871,1,0,0,0,2
3184,39,1,0.178718399,0,1.0,0,1,0,658,44103.98066,0,0,1,0,1
3185,28,1,0.159934116,1,0.5,1,1,1,571,26578.35932,0,1,0,0,2
3186,57,0,0.452413964,1,0.5,1,1,1,720,98827.91457,0,0,0,1,0
3187,63,0,0.47924805,1,0.5,1,1,1,687,102080.4426,0,0,1,0,0
3188,21,0,0.216343784,1,0.0,1,0,1,590,26667.17512,1,0,0,0,2
3189,37,0,0.233955222,0,1.0,1,0,0,732,45414.89981,0,0,0,1,1
3190,22,0,0.244841106,1,0.0,1,0,0,559,34296.96899,0,1,0,0,2
3191,31,0,0.165303579,0,1.0,1,0,0,737,40599.55694,0,0,0,1,1
3192,29,1,0.354679704,0,0.0,1,0,1,563,34464.05369,1,0,0,0,2
3193,23,0,0.12708223,1,1.0,1,1,1,623,23604.91848,1,0,0,0,2
3194,32,1,0.228332724,1,0.0,1,1,0,578,28762.65113,0,1,0,0,2
3195,39,1,0.209143937,0,1.0,0,0,0,705,43212.82969,0,0,0,1,1
3196,63,0,0.488390777,1,0.5,1,0,1,684,105799.5982,0,0,1,0,0
3197,38,1,0.251647233,0,1.0,0,0,0,816,38842.11938,0,0,0,1,1
3198,40,1,0.370173218,1,0.0,1,0,1,586,41533.12686,1,0,0,0,1
3199,36,0,0.432919638,1,0.0,0,0,1,578,41846.15789,1,0,0,0,1
3200,45,0,0.175126471,0,1.0,0,1,0,749,36217.21022,0,0,0,1,1
3201,27,0,0.289276875,1,0.0,1,1,0,629,31365.23299,1,0,0,0,2
3202,33,1,0.189490809,1,1.0,1,0,1,549,24356.25027,1,0,0,0,2
3203,66,1,0.601960355,1,0.0,1,1,1,731,100633.7029,0,0,1,0,0
3204,38,0,0.256916491,0,1.0,1,1,0,774,29304.0198,0,0,1,0,2
3205,63,1,0.512374518,1,0.5,1,1,1,659,98858.62203,0,0,1,0,0
3206,31,0,0.21258811,1,0.0,0,1,1,591,27448.08104,0,1,0,0,2
3207,63,1,0.456793953,1,0.5,1,0,1,612,105866.8384,0,0,0,1,0
3208,23,0,0.4137195,0,1.0,0,1,0,643,41489.75989,0,1,0,0,1
3209,39,1,0.181585827,1,0.0,1,1,1,481,28583.40118,1,0,0,0,2
3210,61,0,0.463748686,1,0.5,1,1,1,780,98915.6032,0,0,0,1,0
3211,27,1,0.245607876,0,0.0,1,1,1,499,38560.21043,0,1,0,0,1
3212,32,0,0.206338597,1,1.0,0,1,0,626,31310.35399,0,0,1,0,2
3213,59,1,0.495436153,1,0.5,1,1,1,753,103647.1546,0,0,0,1,0
3214,58,0,0.539246883,0,1.0,1,1,1,699,106444.1412,0,0,0,1,0
3215,37,0,0.162805499,0,0.0,0,1,1,728,40567.04538,0,0,0,1,1
3216,36,1,0.42202645,1,0.5,0,1,0,583,35969.10045,0,1,0,0,2
3217,39,1,0.328052302,0,0.0,1,0,1,561,39933.90865,1,0,0,0,1
3218,66,0,0.509772158,1,1.0,1,0,1,694,105354.2096,0,0,0,1,0
3219,63,0,0.419733374,1,0.5,1,1,1,698,97849.06794,0,0,1,0,0
3220,31,0,0.262307487,1,1.0,1,1,1,569,23922.05531,0,1,0,0,2
3221,27,0,0.482396971,1,0.0,0,0,1,583,40147.61959,1,0,0,0,1
3222,63,0,0.510641917,1,0.5,0,1,1,651,100013.5946,0,0,0,1,0
3223,29,0,0.183171471,0,0.5,1,0,1,811,41939.86117,0,0,0,1,1
3224,29,1,0.415921204,1,0.0,1,0,1,526,32360.82173,0,1,0,0,2
3225,64,0,0.490958569,0,0.5,1,0,1,721,104223.4073,0,0,0,1,0
3226,26,0,0.144140715,0,0.0,1,0,0,589,26680.94275,0,1,0,0,2
3227,34,1,0.195784115,1,1.0,0,0,0,764,45410.81175,0,0,0,1,1
3228,36,0,0.24854566,0,0.5,1,1,0,775,40490.02037,0,0,0,1,1
3229,57,0,0.519743947,1,1.0,1,1,1,742,97040.78214,0,0,0,1,0
3230,53,0,0.495885167,1,1.0,1,1,1,782,103572.6777,0,0,0,1,0
3231,55,0,0.541261693,1,0.5,1,1,0,692,105780.4963,0,0,1,0,0
3232,28,0,0.419228561,1,0.5,1,0,1,621,35024.22759,0,1,0,0,2
3233,43,1,0.400704458,1,0.0,1,1,1,516,31689.71032,1,0,0,0,2
3234,28,1,0.250269616,0,0.5,1,0,1,658,25894.34691,1,0,0,0,2
3235,23,1,0.252091471,0,0.0,1,1,1,551,31908.3543,0,1,0,0,2
3236,34,0,0.207840897,1,0.5,0,1,1,504,30797.5633,1,0,0,0,2
3237,30,0,0.302539216,0,0.0,0,1,1,561,45951.56291,1,0,0,0,1
3238,31,1,0.23140808,0,0.0,0,1,0,855,45324.03183,0,0,1,0,1
3239,54,0,0.467520319,0,0.5,1,0,1,694,102845.8041,0,0,0,1,0
3240,24,0,0.367711233,0,0.0,0,0,1,551,41669.89148,0,1,0,0,1
3241,32,1,0.25945114,1,0.0,0,0,0,710,37642.58381,0,0,0,1,1
3242,33,1,0.275926743,0,1.0,0,0,0,709,43442.26983,0,0,0,1,1
3243,29,1,0.439923198,1,0.5,1,1,1,556,41486.52406,1,0,0,0,1
3244,50,1,0.558504248,1,0.5,1,0,1,690,105589.9128,0,0,0,1,0
3245,61,0,0.494877937,1,1.0,0,1,1,785,102434.9949,0,0,0,1,0
3246,32,0,0.209783504,0,1.0,0,0,0,801,51381.49489,0,0,0,1,1
3247,41,1,0.214427523,1,0.0,0,1,0,754,38576.68747,0,0,0,1,1
3248,62,0,0.453273232,1,1.0,1,1,1,717,90705.48547,0,0,1,0,0
3249,38,0,0.229594129,1,0.0,1,1,1,664,20105.85049,0,1,0,0,2
3250,37,1,0.219728249,0,1.0,0,0,0,699,45721.13787,0,0,1,0,1
3251,65,1,0.447615424,1,0.5,1,0,1,681,100699.6367,0,0,0,1,0
3252,29,1,0.387323404,0,0.5,0,0,0,542,34023.55043,0,1,0,0,2
3253,57,0,0.468736208,1,0.5,1,1,1,704,92111.37727,0,0,1,0,0
3254,42,1,0.216400096,0,1.0,0,0,1,721,32524.37701,0,0,0,1,2
3255,62,0,0.576668576,1,0.5,1,1,1,694,98228.40521,0,0,0,1,0
3256,41,1,0.184287311,1,0.0,1,1,1,597,34177.28627,0,1,0,0,2
3257,22,1,0.11001475,1,0.0,0,0,1,631,31784.95783,1,0,0,0,2
3258,30,1,0.20623509,1,0.0,1,0,1,578,32086.30923,1,0,0,0,2
3259,63,0,0.460517023,1,0.5,0,1,0,729,97910.8739,0,0,0,1,0
3260,36,0,0.211318623,0,0.5,1,0,0,678,40808.52413,0,0,1,0,1
3261,54,1,0.493706606,0,0.5,1,1,1,623,98600.30328,0,0,1,0,0
3262,23,0,0.183389237,1,0.5,1,0,1,604,21266.32207,1,0,0,0,2
3263,36,1,0.102450617,1,0.0,1,1,1,590,26093.84503,1,0,0,0,2
3264,43,1,0.363877344,1,0.0,0,0,1,499,36860.24838,0,1,0,0,1
3265,32,1,0.198345899,1,0.0,1,1,1,659,27199.77276,1,0,0,0,2
3266,32,0,0.271739488,0,1.0,0,1,0,700,39299.74526,0,0,1,0,1
3267,26,1,0.329369774,1,0.0,1,1,1,535,31890.00227,0,1,0,0,2
3268,38,1,0.214156599,0,1.0,0,0,0,763,41110.1327,0,0,0,1,1
3269,36,1,0.352954863,1,0.5,0,0,1,597,37892.22394,0,1,0,0,1
3270,65,0,0.481682127,1,0.5,1,1,1,746,99941.0481,0,0,1,0,0
3271,24,0,0.198164435,1,0.0,1,0,1,699,31551.24478,1,0,0,0,2
3272,32,0,0.220640994,1,0.0,0,0,1,544,23581.64645,1,0,0,0,2
3273,31,0,0.165380427,0,1.0,0,1,0,691,42688.04723,0,0,0,1,1
3274,29,0,0.28221303,1,1.0,0,1,0,756,38419.77232,0,0,0,1,1
3275,36,0,0.407116111,0,0.0,1,0,1,495,36698.04592,0,1,0,0,1
3276,42,1,0.20645036,0,1.0,1,1,0,730,43523.44651,0,0,1,0,1
3277,56,1,0.454200923,1,0.5,1,0,1,682,99011.59173,0,0,1,0,0
3278,29,1,0.223992854,1,0.0,1,0,1,621,28467.78737,1,0,0,0,2
3279,39,1,0.137608091,1,0.5,0,1,0,819,44732.85194,0,0,0,1,1
3280,35,0,0.173051988,1,0.5,1,0,1,608,28663.71846,0,1,0,0,2
3281,33,0,0.44145342,1,0.0,1,0,1,624,43428.7911,0,1,0,0,1
3282,32,0,0.209971168,0,0.5,1,1,1,609,27687.11257,1,0,0,0,2
3283,36,1,0.234937559,1,1.0,1,1,1,493,26898.64726,0,1,0,0,2
3284,34,0,0.358616326,1,0.0,1,0,0,567,42870.82728,0,1,0,0,1
3285,35,1,0.358308288,0,0.0,0,1,1,578,32926.06139,1,0,0,0,2
3286,56,0,0.532191388,1,0.5,1,1,1,567,95780.67171,0,0,0,1,0
3287,65,0,0.478042887,1,0.5,0,1,0,697,93719.827,0,0,0,1,0
3288,42,1,0.443929395,1,1.0,1,1,1,496,43974.4827,1,0,0,0,1
3289,56,0,0.520074891,1,0.5,1,1,1,713,94623.72536,0,0,1,0,0
3290,55,1,0.520934211,1,0.5,1,1,1,745,103171.9741,0,0,1,0,0
3291,55,1,0.444401664,1,0.5,1,1,1,618,96182.59827,0,0,1,0,0
3292,34,1,0.187784155,0,0.5,0,0,0,731,46524.55913,0,0,0,1,1
3293,32,1,0.171251265,1,0.0,1,1,1,616,23811.88217,1,0,0,0,2
3294,41,0,0.225612365,1,0.0,1,0,1,631,38089.42051,0,1,0,0,1
3295,39,1,0.355859826,1,0.0,0,1,1,585,47151.93746,0,1,0,0,1
3296,41,0,0.417509352,1,1.0,0,0,0,529,35307.01879,1,0,0,0,2
3297,63,0,0.536202383,1,0.5,1,1,1,663,109241.5624,0,0,1,0,0
3298,29,1,0.207440679,1,0.0,1,0,1,754,31590.88323,1,0,0,0,2
3299,27,1,0.215946788,1,0.0,1,1,1,591,30797.70073,1,0,0,0,2
3300,37,1,0.457077941,0,0.0,0,0,1,561,43122.36035,0,1,0,0,1
3301,40,1,0.191335305,0,0.5,0,1,0,759,44900.11204,0,0,1,0,1
3302,44,1,0.231528406,0,0.5,0,0,0,761,34101.92148,0,0,1,0,2
3303,63,1,0.628379988,1,0.0,1,0,1,736,106755.4193,0,0,1,0,0
3304,48,0,0.312926616,1,0.0,0,0,1,583,40226.3322,1,0,0,0,1
3305,34,1,0.369951761,1,0.0,1,1,0,565,27066.35461,0,1,0,0,2
3306,33,1,0.269022558,0,0.0,1,1,1,673,30099.29485,0,1,0,0,2
3307,65,0,0.434944073,1,1.0,1,1,1,665,110529.8959,0,0,1,0,0
3308,58,0,0.527010208,1,0.5,0,1,1,712,93644.29386,0,0,0,1,0
3309,40,0,0.131099774,1,0.0,0,0,0,749,37897.92796,0,0,1,0,1
3310,35,1,0.390987544,0,0.0,1,0,0,611,40307.3934,1,0,0,0,1
3311,36,0,0.264937965,0,1.0,1,1,0,743,47251.66313,0,0,1,0,1
3312,22,1,0.192336097,1,1.0,1,0,0,581,33503.27761,1,0,0,0,2
3313,40,1,0.162938015,0,1.0,0,1,1,823,40724.94729,0,0,0,1,1
3314,26,1,0.155703876,0,1.0,0,1,1,800,36864.94583,0,0,1,0,1
3315,61,0,0.540606965,1,0.5,1,1,1,748,111179.9855,0,0,1,0,0
3316,29,0,0.201493695,1,0.5,1,0,1,640,32514.33263,1,0,0,0,2
3317,31,1,0.237357513,1,0.0,1,1,1,608,22152.22049,1,0,0,0,2
3318,63,0,0.519688944,0,1.0,1,0,1,801,107489.3195,0,0,0,1,0
3319,28,1,0.136363543,1,0.0,0,1,1,627,27384.15897,1,0,0,0,2
3320,51,1,0.48229447,1,1.0,1,1,1,628,95375.59701,0,0,0,1,0
3321,62,1,0.452979989,1,0.5,1,1,1,758,108466.7227,0,0,0,1,0
3322,27,0,0.178302145,0,0.0,0,1,0,567,24513.07771,1,0,0,0,2
3323,34,0,0.195227942,0,0.5,1,1,1,732,33352.71418,0,0,1,0,2
3324,35,0,0.176214104,1,1.0,0,0,0,718,42679.03844,0,0,1,0,1
3325,35,0,0.08549143,0,1.0,0,1,0,694,37626.14591,0,0,1,0,1
3326,29,1,0.105136815,0,0.5,1,1,0,568,26703.79419,0,1,0,0,2
3327,24,1,0.164043653,0,1.0,1,1,1,568,25829.46891,0,1,0,0,2
3328,37,1,0.386173666,1,0.0,1,0,0,492,39876.61602,0,1,0,0,1
3329,53,1,0.413103106,0,1.0,1,1,1,673,93928.97653,0,0,0,1,0
3330,35,0,0.449122354,0,0.0,1,0,1,613,44496.08342,1,0,0,0,1
3331,36,0,0.189109495,1,1.0,0,1,0,714,29866.08747,0,0,1,0,2
3332,28,1,0.375898157,0,0.0,1,1,1,543,39398.39208,1,0,0,0,1
3333,40,0,0.300009269,0,0.0,0,0,1,756,48746.66723,0,0,1,0,1
3334,29,0,0.413817036,1,0.0,1,0,1,502,44918.83787,0,1,0,0,1
3335,34,0,0.221668638,0,0.5,0,1,0,780,43496.17045,0,0,1,0,1
3336,40,1,0.501487385,0,0.0,1,1,1,508,42516.14965,1,0,0,0,1
3337,55,1,0.54443631,1,1.0,1,1,1,688,98605.11502,0,0,0,1,0
3338,30,0,0.213957615,0,1.0,0,0,0,728,42558.49018,0,0,0,1,1
3339,32,1,0.414392223,1,0.0,1,0,0,484,43405.94296,1,0,0,0,1
3340,26,1,0.493884954,0,0.0,1,1,0,591,38615.91801,1,0,0,0,1
3341,41,1,0.147442177,0,0.0,1,0,1,589,28599.62105,0,1,0,0,2
3342,40,1,0.306597341,1,0.0,0,1,1,799,43719.65214,0,0,1,0,1
3343,33,1,0.187491,0,0.5,0,0,0,819,35484.39448,0,0,1,0,2
3344,26,1,0.192622821,0,1.0,1,0,0,757,45352.74839,0,0,1,0,1
3345,26,0,0.202809263,1,0.5,1,0,1,625,34031.00712,0,1,0,0,2
3346,33,1,0.273076017,1,1.0,0,1,1,527,33081.26631,0,1,0,0,2
3347,30,0,0.312243603,1,0.0,0,1,1,542,38282.7317,1,0,0,0,1
3348,33,1,0.220113392,1,0.5,1,1,1,614,21227.84969,1,0,0,0,2
3349,29,1,0.207425614,1,1.0,0,0,0,757,39519.3143,0,0,1,0,1
3350,67,0,0.506955701,0,0.5,1,0,1,690,95770.46198,0,0,1,0,0
3351,19,1,0.211666222,1,0.0,1,1,1,637,31962.06587,0,1,0,0,2
3352,27,0,0.35813901,0,0.0,0,0,1,566,38256.28657,0,1,0,0,1
3353,64,0,0.433645321,1,0.5,1,1,1,732,102304.216,0,0,0,1,0
3354,28,1,0.173860815,0,0.5,0,0,0,724,36139.79723,0,0,1,0,2
3355,29,1,0.259020858,0,1.0,1,1,0,768,42562.5562,0,0,1,0,1
3356,33,0,0.381910412,0,0.0,0,1,1,585,39750.06436,1,0,0,0,1
3357,26,0,0.174017705,1,0.5,0,0,1,586,38085.32119,0,1,0,0,1
3358,69,0,0.519413541,1,1.0,1,1,1,714,97523.81811,0,0,1,0,0
3359,27,1,0.292749014,0,1.0,0,0,0,751,41096.78416,0,0,0,1,1
3360,27,0,0.113935379,0,0.0,0,1,0,737,40090.32849,0,0,1,0,1
3361,29,0,0.210453851,1,0.5,1,1,1,600,29002.85405,1,0,0,0,2
3362,32,1,0.148555825,1,0.0,1,0,0,524,34572.22318,1,0,0,0,2
3363,55,0,0.453952664,1,0.5,1,1,1,651,106270.0209,0,0,1,0,0
3364,33,0,0.371480443,1,0.0,1,0,0,601,33160.53841,0,1,0,0,2
3365,61,0,0.460161688,1,0.5,1,0,0,677,97105.92606,0,0,1,0,0
3366,40,0,0.218440847,1,1.0,0,1,0,776,36554.86038,0,0,1,0,1
3367,33,0,0.181841832,1,0.0,1,1,0,553,30347.16466,1,0,0,0,2
3368,58,0,0.463484738,1,0.5,1,0,1,661,103143.1546,0,0,0,1,0
3369,31,0,0.142420526,0,0.5,1,0,0,698,34376.3346,0,0,1,0,2
3370,56,0,0.474565144,0,0.5,0,1,1,594,94832.98803,0,0,0,1,0
3371,35,1,0.234359225,0,1.0,0,0,0,793,42934.8774,0,0,0,1,1
3372,34,1,0.270509882,0,1.0,1,0,1,595,27109.06561,0,1,0,0,2
3373,36,0,0.471765573,1,0.0,1,1,1,535,48135.87017,1,0,0,0,1
3374,36,1,0.342533078,0,0.0,0,0,1,570,41564.248,0,1,0,0,1
3375,42,1,0.458349737,1,0.0,1,1,1,488,46959.09744,1,0,0,0,1
3376,38,0,0.23434064,0,1.0,1,1,0,805,41727.87022,0,0,0,1,1
3377,31,0,0.484840533,1,0.0,0,0,1,507,41285.91164,1,0,0,0,1
3378,31,1,0.105116416,1,0.0,0,1,1,589,28516.53487,0,1,0,0,2
3379,33,0,0.235207192,1,1.0,0,1,0,676,42649.12469,0,0,0,1,1
3380,22,1,0.163680482,1,0.0,1,1,1,516,36336.97834,0,1,0,0,1
3381,60,0,0.545194034,1,0.5,1,1,1,734,97919.97254,0,0,0,1,0
3382,35,0,0.227964284,0,0.0,0,1,0,724,29416.92789,0,0,1,0,2
3383,62,1,0.491302492,0,0.0,0,1,1,776,94536.8097,0,0,1,0,0
3384,31,1,0.42949827,1,0.5,1,1,0,555,52154.92374,0,1,0,0,1
3385,30,0,0.216245476,0,1.0,0,0,0,841,42164.65835,0,0,1,0,1
3386,29,1,0.303394196,1,1.0,0,0,0,698,41953.12205,0,0,1,0,1
3387,64,1,0.544498316,1,0.5,1,1,0,634,87174.66064,0,0,1,0,0
3388,34,1,0.439772497,0,0.0,1,1,1,623,36610.81603,1,0,0,0,1
3389,35,0,0.271740108,1,0.5,0,0,0,741,39882.32408,0,0,1,0,1
3390,35,0,0.167604626,0,1.0,0,1,0,707,40312.33632,0,0,1,0,1
3391,35,1,0.247154047,0,1.0,0,1,0,860,37615.97602,0,0,1,0,1
3392,41,0,0.381280204,1,0.0,1,1,0,490,40754.90268,1,0,0,0,1
3393,70,0,0.520430121,0,0.5,1,0,0,688,110758.3175,0,0,1,0,0
3394,33,1,0.47213536,1,0.0,0,1,1,587,43927.18918,1,0,0,0,1
3395,30,1,0.170405897,1,0.5,1,0,1,590,25718.66862,1,0,0,0,2
3396,26,0,0.141912836,1,0.0,1,0,1,578,33737.94283,1,0,0,0,2
3397,58,1,0.493956492,1,0.5,1,1,0,722,97203.02309,0,0,1,0,0
3398,34,0,0.371870257,1,0.0,0,1,1,536,35706.23422,1,0,0,0,2
3399,29,0,0.285967457,0,0.0,1,1,0,647,33517.57669,0,1,0,0,2
3400,32,0,0.227281066,1,1.0,0,1,1,764,34580.94181,0,0,1,0,2
3401,25,1,0.243012011,1,0.5,1,0,1,513,31896.78031,0,1,0,0,2
3402,29,0,0.156315265,1,1.0,0,0,0,791,38440.68784,0,0,0,1,1
3403,34,1,0.402887187,1,1.0,1,1,1,518,43517.05941,1,0,0,0,1
3404,27,1,0.143554188,1,0.0,1,1,0,583,27118.10313,0,1,0,0,2
3405,35,0,0.278771603,0,1.0,0,0,1,775,43934.45476,0,0,1,0,1
3406,38,1,0.196991405,0,1.0,0,1,0,812,35334.45667,0,0,1,0,2
